Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Sudan,12.8628,30.2176,5/17/2020,2289,97,222,1970,Eastern Mediterranean
Sweden,60.128161,18.643501,5/17/2020,30143,3679,0,26464,Europe
Switzerland,46.8182,8.2275,5/17/2020,30587,1881,27500,1206,Europe
Taiwan*,23.7,121,5/17/2020,440,7,395,38,Western Pacific
Thailand,15.870032,100.992541,5/17/2020,3028,56,2856,116,South-East Asia
Tunisia,33.886917,9.537499,5/17/2020,1037,45,816,176,Eastern Mediterranean
Turkey,38.9637,35.2433,5/17/2020,149435,4140,109962,35333,Europe
Ukraine,48.3794,31.1656,5/17/2020,18291,514,5116,12661,Europe
United Arab Emirates,23.424076,53.847818,5/17/2020,23358,220,8512,14626,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,5/17/2020,123,9,73,41,Europe
United Kingdom,19.3133,-81.2546,5/17/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,5/17/2020,554,43,458,53,Europe
United Kingdom,36.1408,-5.3536,5/17/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,5/17/2020,335,24,285,26,Europe
United Kingdom,16.742498,-62.187366,5/17/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,5/17/2020,229932,34678,0,195254,Europe
Uzbekistan,41.377491,64.585262,5/17/2020,2753,12,2247,494,Europe
Vietnam,14.058324,108.277199,5/17/2020,320,0,260,60,Western Pacific
Syria,34.802075,38.996815,5/17/2020,58,3,0,55,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,5/17/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,5/17/2020,19,0,14,5,Western Pacific
Libya,26.3351,17.228331,5/17/2020,65,3,35,27,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,5/17/2020,381,2,335,44,Eastern Mediterranean
Kosovo,42.602636,20.902977,5/17/2020,955,29,691,235,Europe
Burma,21.9162,95.956,5/17/2020,184,6,97,81,South-East Asia
United Kingdom,18.2206,-63.0686,5/17/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,5/17/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,5/17/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,5/17/2020,13,0,13,0,Europe
France,46.8852,-56.3159,5/17/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,5/17/2020,128,20,1,107,Eastern Mediterranean
Tajikistan,38.861,71.2761,5/17/2020,1524,39,0,1485,Europe
Afghanistan,33.93911,67.709953,5/18/2020,7072,173,801,6098,Eastern Mediterranean
Albania,41.1533,20.1683,5/18/2020,948,31,727,190,Europe
Andorra,42.5063,1.5218,5/18/2020,761,51,624,86,Europe
Armenia,40.0691,45.0382,5/18/2020,4823,61,2019,2743,Europe
Australia,-35.4735,149.0124,5/18/2020,107,3,104,0,Western Pacific
Australia,-33.8688,151.2093,5/18/2020,3078,46,2614,418,Western Pacific
Australia,-12.4634,130.8456,5/18/2020,29,0,27,2,Western Pacific
Australia,-27.4698,153.0251,5/18/2020,1057,6,1039,12,Western Pacific
Australia,-34.9285,138.6007,5/18/2020,439,4,435,0,Western Pacific
Australia,-42.8821,147.3272,5/18/2020,228,13,195,20,Western Pacific
Australia,-37.8136,144.9631,5/18/2020,1573,18,1454,101,Western Pacific
Australia,-31.9505,115.8605,5/18/2020,557,9,545,3,Western Pacific
Austria,47.5162,14.5501,5/18/2020,16269,629,14614,1026,Europe
Azerbaijan,40.1431,47.5769,5/18/2020,3387,40,2055,1292,Europe
Bahrain,26.0275,50.55,5/18/2020,7184,12,2931,4241,Eastern Mediterranean
Bangladesh,23.685,90.3563,5/18/2020,23870,349,4585,18936,South-East Asia
Belarus,53.7098,27.9534,5/18/2020,30572,171,10130,20271,Europe
Belgium,50.8333,4.469936,5/18/2020,55559,9080,14657,31822,Europe
Bhutan,27.5142,90.4336,5/18/2020,21,0,5,16,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,5/18/2020,2304,133,1464,707,Europe
Brunei,4.5353,114.7277,5/18/2020,141,1,136,4,Western Pacific
Bulgaria,42.7339,25.4858,5/18/2020,2235,110,612,1513,Europe
Cambodia,11.55,104.9167,5/18/2020,122,0,122,0,Western Pacific
China,31.8257,117.2264,5/18/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,5/18/2020,593,9,578,6,Western Pacific
China,30.0572,107.874,5/18/2020,579,6,573,0,Western Pacific
China,26.0789,117.9874,5/18/2020,356,1,355,0,Western Pacific
China,35.7518,104.2861,5/18/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,5/18/2020,1590,8,1579,3,Western Pacific
China,23.8298,108.7881,5/18/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,5/18/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,5/18/2020,169,6,162,1,Western Pacific
China,39.549,116.1306,5/18/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,5/18/2020,945,13,932,0,Western Pacific
China,37.8957,114.9042,5/18/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,5/18/2020,1055,4,1025,26,Western Pacific
China,30.9756,112.2707,5/18/2020,68135,4512,63616,7,Western Pacific
China,27.6104,111.7088,5/18/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,5/18/2020,216,1,196,19,Western Pacific
China,32.9711,119.455,5/18/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,5/18/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,5/18/2020,151,2,123,26,Western Pacific
China,41.2956,122.6085,5/18/2020,149,2,144,3,Western Pacific
China,22.1667,113.55,5/18/2020,45,0,44,1,Western Pacific
China,37.2692,106.1655,5/18/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,5/18/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,5/18/2020,308,3,303,2,Western Pacific
China,36.3427,118.1498,5/18/2020,788,7,780,1,Western Pacific
China,31.202,121.4491,5/18/2020,666,7,641,18,Western Pacific
China,37.5777,112.2922,5/18/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,5/18/2020,561,3,558,0,Western Pacific
China,39.3054,117.323,5/18/2020,192,3,187,2,Western Pacific
China,31.6927,88.0924,5/18/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,5/18/2020,76,3,73,0,Western Pacific
China,24.974,101.487,5/18/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,5/18/2020,1268,1,1267,0,Western Pacific
Croatia,45.1,15.2,5/18/2020,2228,95,1946,187,Europe
Cyprus,35.1264,33.4299,5/18/2020,917,17,515,385,Europe
Czechia,49.8175,15.473,5/18/2020,8586,297,5641,2648,Europe
Denmark,61.8926,-6.9118,5/18/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,5/18/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,5/18/2020,10968,548,9301,1119,Europe
Djibouti,11.8251,42.5903,5/18/2020,1518,7,1018,493,Eastern Mediterranean
Egypt,26.820553,30.802498,5/18/2020,12764,645,3440,8679,Eastern Mediterranean
Estonia,58.5953,25.0136,5/18/2020,1784,64,938,782,Europe
Fiji,-17.7134,178.065,5/18/2020,18,0,15,3,Western Pacific
Finland,61.92411,25.748151,5/18/2020,6380,300,5000,1080,Europe
France,3.9339,-53.1258,5/18/2020,210,1,131,78,Europe
France,-17.6797,149.4068,5/18/2020,60,0,60,0,Europe
France,16.265,-61.551,5/18/2020,155,13,109,33,Europe
France,-12.8275,45.166244,5/18/2020,1370,18,627,725,Europe
France,-20.904305,165.618042,5/18/2020,18,0,18,0,Europe
France,-21.1151,55.5364,5/18/2020,446,0,354,92,Europe
France,17.9,-62.8333,5/18/2020,6,0,6,0,Europe
France,18.0708,-63.0501,5/18/2020,39,3,30,6,Europe
France,14.6415,-61.0242,5/18/2020,192,14,91,87,Europe
France,46.2276,2.2137,5/18/2020,177554,28193,60416,88945,Europe
Georgia,42.3154,43.3569,5/18/2020,701,12,432,257,Europe
Germany,51.165691,10.451526,5/18/2020,176551,8003,155041,13507,Europe
Greece,39.0742,21.8243,5/18/2020,2836,165,1374,1297,Europe
Holy See,41.9029,12.4534,5/18/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,5/18/2020,3535,462,1400,1673,Europe
Iceland,64.9631,-19.0208,5/18/2020,1802,10,1786,6,Europe
India,20.593684,78.96288,5/18/2020,100328,3156,39233,57939,South-East Asia
Indonesia,-0.7893,113.9213,5/18/2020,18010,1191,4324,12495,South-East Asia
Iran,32.427908,53.688046,5/18/2020,122492,7057,95661,19774,Eastern Mediterranean
Iraq,33.223191,43.679291,5/18/2020,3554,127,2310,1117,Eastern Mediterranean
Ireland,53.1424,-7.6921,5/18/2020,24200,1547,19470,3183,Europe
Israel,31.046051,34.851612,5/18/2020,16643,276,13253,3114,Europe
Italy,41.87194,12.56738,5/18/2020,225886,32007,127326,66553,Europe
Japan,36.204824,138.252924,5/18/2020,16259,796,11564,3899,Western Pacific
Jordan,31.24,36.51,5/18/2020,629,9,413,207,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,5/18/2020,6751,35,3469,3247,Europe
South Korea,35.907757,127.766922,5/18/2020,11078,263,9938,877,Western Pacific
Kuwait,29.31166,47.481766,5/18/2020,15691,118,4339,11234,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,5/18/2020,1216,14,827,375,Europe
Latvia,56.8796,24.6032,5/18/2020,1009,19,662,328,Europe
Lebanon,33.8547,35.8623,5/18/2020,931,26,251,654,Eastern Mediterranean
Liechtenstein,47.14,9.55,5/18/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,5/18/2020,1547,59,997,491,Europe
Luxembourg,49.8153,6.1296,5/18/2020,3947,107,3715,125,Europe
Malaysia,4.210484,101.975766,5/18/2020,6941,113,5615,1213,Western Pacific
Maldives,3.2028,73.2207,5/18/2020,1106,4,58,1044,South-East Asia
Malta,35.9375,14.3754,5/18/2020,558,6,456,96,Europe
Moldova,47.4116,28.3699,5/18/2020,6138,217,2425,3496,Europe
Monaco,43.7333,7.4167,5/18/2020,97,4,87,6,Europe
Mongolia,46.8625,103.8467,5/18/2020,140,0,24,116,Western Pacific
Montenegro,42.708678,19.37439,5/18/2020,324,9,311,4,Europe
Morocco,31.7917,-7.0926,5/18/2020,6952,192,3758,3002,Eastern Mediterranean
Nepal,28.1667,84.25,5/18/2020,375,2,36,337,South-East Asia
Netherlands,12.5211,-69.9683,5/18/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,5/18/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,5/18/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,5/18/2020,44141,5694,0,38447,Europe
New Zealand,-40.9006,174.886,5/18/2020,1499,21,1433,45,Western Pacific
North Macedonia,41.6086,21.7453,5/18/2020,1817,104,1301,412,Europe
Norway,60.472,8.4689,5/18/2020,8257,233,32,7992,Europe
Oman,21.512583,55.923255,5/18/2020,5379,25,1496,3858,Eastern Mediterranean
Pakistan,30.3753,69.3451,5/18/2020,43966,939,12489,30538,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,5/18/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,5/18/2020,12718,831,2729,9158,Western Pacific
Poland,51.9194,19.1451,5/18/2020,18885,936,7628,10321,Europe
Portugal,39.3999,-8.2245,5/18/2020,29209,1231,6430,21548,Europe
Qatar,25.3548,51.1839,5/18/2020,33969,15,4899,29055,Eastern Mediterranean
Romania,45.9432,24.9668,5/18/2020,17036,1120,9930,5986,Europe
Russia,61.52401,105.318756,5/18/2020,290678,2722,70209,217747,Europe
San Marino,43.9424,12.4578,5/18/2020,654,41,203,410,Europe
Saudi Arabia,23.885942,45.079162,5/18/2020,57345,320,28748,28277,Eastern Mediterranean
Serbia,44.0165,21.0059,5/18/2020,10699,231,4799,5669,Europe
Singapore,1.2833,103.8333,5/18/2020,28343,22,9835,18486,Western Pacific
Slovakia,48.669,19.699,5/18/2020,1495,28,1185,282,Europe
Slovenia,46.1512,14.9955,5/18/2020,1466,104,1335,27,Europe
Somalia,5.152149,46.199616,5/18/2020,1455,57,163,1235,Eastern Mediterranean
Spain,40.463667,-3.74922,5/18/2020,231606,27709,150376,53521,Europe
Sri Lanka,7.873054,80.771797,5/18/2020,992,9,559,424,South-East Asia
Sudan,12.8628,30.2176,5/18/2020,2591,105,247,2239,Eastern Mediterranean
Sweden,60.128161,18.643501,5/18/2020,30377,3698,0,26679,Europe
Switzerland,46.8182,8.2275,5/18/2020,30597,1886,27600,1111,Europe
Taiwan*,23.7,121,5/18/2020,440,7,398,35,Western Pacific
Thailand,15.870032,100.992541,5/18/2020,3031,56,2857,118,South-East Asia
Tunisia,33.886917,9.537499,5/18/2020,1043,46,819,178,Eastern Mediterranean
Turkey,38.9637,35.2433,5/18/2020,150593,4171,111577,34845,Europe
Ukraine,48.3794,31.1656,5/18/2020,18616,535,5276,12805,Europe
United Arab Emirates,23.424076,53.847818,5/18/2020,24190,224,9577,14389,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,5/18/2020,125,9,77,39,Europe
United Kingdom,19.3133,-81.2546,5/18/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,5/18/2020,555,43,475,37,Europe
United Kingdom,36.1408,-5.3536,5/18/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,5/18/2020,335,24,296,15,Europe
United Kingdom,16.742498,-62.187366,5/18/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,5/18/2020,232506,34838,0,197668,Europe
Uzbekistan,41.377491,64.585262,5/18/2020,2791,13,2314,464,Europe
Vietnam,14.058324,108.277199,5/18/2020,324,0,263,61,Western Pacific
Syria,34.802075,38.996815,5/18/2020,58,3,0,55,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,5/18/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,5/18/2020,19,0,14,5,Western Pacific
Libya,26.3351,17.228331,5/18/2020,65,3,35,27,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,5/18/2020,388,2,337,49,Eastern Mediterranean
Kosovo,42.602636,20.902977,5/18/2020,955,29,691,235,Europe
Burma,21.9162,95.956,5/18/2020,191,6,101,84,South-East Asia
United Kingdom,18.2206,-63.0686,5/18/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,5/18/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,5/18/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,5/18/2020,13,0,13,0,Europe
France,46.8852,-56.3159,5/18/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,5/18/2020,130,20,1,109,Eastern Mediterranean
Tajikistan,38.861,71.2761,5/18/2020,1729,41,0,1688,Europe
Afghanistan,33.93911,67.709953,5/19/2020,7653,178,850,6625,Eastern Mediterranean
Albania,41.1533,20.1683,5/19/2020,949,31,742,176,Europe
Andorra,42.5063,1.5218,5/19/2020,761,51,628,82,Europe
Armenia,40.0691,45.0382,5/19/2020,5041,64,2164,2813,Europe
Australia,-35.4735,149.0124,5/19/2020,107,3,104,0,Western Pacific
Australia,-33.8688,151.2093,5/19/2020,3081,47,2631,403,Western Pacific
Australia,-12.4634,130.8456,5/19/2020,29,0,27,2,Western Pacific
Australia,-27.4698,153.0251,5/19/2020,1058,6,1040,12,Western Pacific
Australia,-34.9285,138.6007,5/19/2020,439,4,435,0,Western Pacific
Australia,-42.8821,147.3272,5/19/2020,228,13,195,20,Western Pacific
Australia,-37.8136,144.9631,5/19/2020,1573,18,1454,101,Western Pacific
Australia,-31.9505,115.8605,5/19/2020,557,9,545,3,Western Pacific
Austria,47.5162,14.5501,5/19/2020,16321,632,14678,1011,Europe
Azerbaijan,40.1431,47.5769,5/19/2020,3518,41,2198,1279,Europe
Bahrain,26.0275,50.55,5/19/2020,7532,12,2952,4568,Eastern Mediterranean
Bangladesh,23.685,90.3563,5/19/2020,25121,370,4993,19758,South-East Asia
Belarus,53.7098,27.9534,5/19/2020,31508,175,10620,20713,Europe
Belgium,50.8333,4.469936,5/19/2020,55791,9108,14687,31996,Europe
Bhutan,27.5142,90.4336,5/19/2020,21,0,5,16,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,5/19/2020,2321,134,1522,665,Europe
Brunei,4.5353,114.7277,5/19/2020,141,1,136,4,Western Pacific
Bulgaria,42.7339,25.4858,5/19/2020,2259,112,646,1501,Europe
Cambodia,11.55,104.9167,5/19/2020,122,0,122,0,Western Pacific
China,31.8257,117.2264,5/19/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,5/19/2020,593,9,578,6,Western Pacific
China,30.0572,107.874,5/19/2020,579,6,573,0,Western Pacific
China,26.0789,117.9874,5/19/2020,356,1,355,0,Western Pacific
China,35.7518,104.2861,5/19/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,5/19/2020,1590,8,1579,3,Western Pacific
China,23.8298,108.7881,5/19/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,5/19/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,5/19/2020,169,6,162,1,Western Pacific
China,39.549,116.1306,5/19/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,5/19/2020,945,13,932,0,Western Pacific
China,37.8957,114.9042,5/19/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,5/19/2020,1055,4,1025,26,Western Pacific
China,30.9756,112.2707,5/19/2020,68135,4512,63616,7,Western Pacific
China,27.6104,111.7088,5/19/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,5/19/2020,216,1,196,19,Western Pacific
China,32.9711,119.455,5/19/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,5/19/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,5/19/2020,151,2,123,26,Western Pacific
China,41.2956,122.6085,5/19/2020,149,2,144,3,Western Pacific
China,22.1667,113.55,5/19/2020,45,0,44,1,Western Pacific
China,37.2692,106.1655,5/19/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,5/19/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,5/19/2020,308,3,303,2,Western Pacific
China,36.3427,118.1498,5/19/2020,788,7,780,1,Western Pacific
China,31.202,121.4491,5/19/2020,666,7,641,18,Western Pacific
China,37.5777,112.2922,5/19/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,5/19/2020,561,3,558,0,Western Pacific
China,39.3054,117.323,5/19/2020,192,3,187,2,Western Pacific
China,31.6927,88.0924,5/19/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,5/19/2020,76,3,73,0,Western Pacific
China,24.974,101.487,5/19/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,5/19/2020,1268,1,1267,0,Western Pacific
Croatia,45.1,15.2,5/19/2020,2232,96,1967,169,Europe
Cyprus,35.1264,33.4299,5/19/2020,918,17,515,386,Europe
Czechia,49.8175,15.473,5/19/2020,8647,302,5726,2619,Europe
Denmark,61.8926,-6.9118,5/19/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,5/19/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,5/19/2020,11044,551,9416,1077,Europe
Djibouti,11.8251,42.5903,5/19/2020,1618,7,1033,578,Eastern Mediterranean
Egypt,26.820553,30.802498,5/19/2020,13484,659,3742,9083,Eastern Mediterranean
Estonia,58.5953,25.0136,5/19/2020,1791,64,938,789,Europe
Fiji,-17.7134,178.065,5/19/2020,18,0,15,3,Western Pacific
Finland,61.92411,25.748151,5/19/2020,6399,301,5000,1098,Europe
France,3.9339,-53.1258,5/19/2020,218,1,136,81,Europe
France,-17.6797,149.4068,5/19/2020,60,0,60,0,Europe
France,16.265,-61.551,5/19/2020,155,13,109,33,Europe
France,-12.8275,45.166244,5/19/2020,1370,18,627,725,Europe
France,-20.904305,165.618042,5/19/2020,18,0,18,0,Europe
France,-21.1151,55.5364,5/19/2020,446,0,354,92,Europe
France,17.9,-62.8333,5/19/2020,6,0,6,0,Europe
France,18.0708,-63.0501,5/19/2020,39,3,30,6,Europe
France,14.6415,-61.0242,5/19/2020,192,14,91,87,Europe
France,46.2276,2.2137,5/19/2020,178428,27976,61246,89206,Europe
Georgia,42.3154,43.3569,5/19/2020,707,12,456,239,Europe
Germany,51.165691,10.451526,5/19/2020,177778,8081,155681,14016,Europe
Greece,39.0742,21.8243,5/19/2020,2840,165,1374,1301,Europe
Holy See,41.9029,12.4534,5/19/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,5/19/2020,3556,467,1412,1677,Europe
Iceland,64.9631,-19.0208,5/19/2020,1802,10,1789,3,Europe
India,20.593684,78.96288,5/19/2020,106475,3302,42309,60864,South-East Asia
Indonesia,-0.7893,113.9213,5/19/2020,18496,1221,4467,12808,South-East Asia
Iran,32.427908,53.688046,5/19/2020,124603,7119,97173,20311,Eastern Mediterranean
Iraq,33.223191,43.679291,5/19/2020,3611,131,2366,1114,Eastern Mediterranean
Ireland,53.1424,-7.6921,5/19/2020,24251,1561,19470,3220,Europe
Israel,31.046051,34.851612,5/19/2020,16659,278,13435,2946,Europe
Italy,41.87194,12.56738,5/19/2020,226699,32169,129401,65129,Europe
Japan,36.204824,138.252924,5/19/2020,16287,805,11564,3918,Western Pacific
Jordan,31.24,36.51,5/19/2020,649,9,417,223,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,5/19/2020,6751,35,3598,3118,Europe
South Korea,35.907757,127.766922,5/19/2020,11110,263,10066,781,Western Pacific
Kuwait,29.31166,47.481766,5/19/2020,16764,121,4681,11962,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,5/19/2020,1243,14,898,331,Europe
Latvia,56.8796,24.6032,5/19/2020,1012,21,694,297,Europe
Lebanon,33.8547,35.8623,5/19/2020,954,26,251,677,Eastern Mediterranean
Liechtenstein,47.14,9.55,5/19/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,5/19/2020,1562,60,1025,477,Europe
Luxembourg,49.8153,6.1296,5/19/2020,3958,109,3718,131,Europe
Malaysia,4.210484,101.975766,5/19/2020,6978,114,5646,1218,Western Pacific
Maldives,3.2028,73.2207,5/19/2020,1143,4,91,1048,South-East Asia
Malta,35.9375,14.3754,5/19/2020,569,6,460,103,Europe
Moldova,47.4116,28.3699,5/19/2020,6340,221,2508,3611,Europe
Monaco,43.7333,7.4167,5/19/2020,97,4,87,6,Europe
Mongolia,46.8625,103.8467,5/19/2020,140,0,26,114,Western Pacific
Montenegro,42.708678,19.37439,5/19/2020,324,9,312,3,Europe
Morocco,31.7917,-7.0926,5/19/2020,7023,193,3901,2929,Eastern Mediterranean
Nepal,28.1667,84.25,5/19/2020,402,2,37,363,South-East Asia
Netherlands,12.5211,-69.9683,5/19/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,5/19/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,5/19/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,5/19/2020,44249,5715,0,38534,Europe
New Zealand,-40.9006,174.886,5/19/2020,1503,21,1447,35,Western Pacific
North Macedonia,41.6086,21.7453,5/19/2020,1839,106,1351,382,Europe
Norway,60.472,8.4689,5/19/2020,8267,233,32,8002,Europe
Oman,21.512583,55.923255,5/19/2020,5671,27,1574,4070,Eastern Mediterranean
Pakistan,30.3753,69.3451,5/19/2020,45898,985,13101,31812,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,5/19/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,5/19/2020,12942,837,2843,9262,Western Pacific
Poland,51.9194,19.1451,5/19/2020,19268,948,7903,10417,Europe
Portugal,39.3999,-8.2245,5/19/2020,29432,1247,6431,21754,Europe
Qatar,25.3548,51.1839,5/19/2020,35606,15,5634,29957,Eastern Mediterranean
Romania,45.9432,24.9668,5/19/2020,17191,1137,10166,5888,Europe
Russia,61.52401,105.318756,5/19/2020,299941,2837,76130,220974,Europe
San Marino,43.9424,12.4578,5/19/2020,655,41,211,403,Europe
